agency_name,county_total,murder,rape,robbery,assault,burglary,larceny,auto_theft,total,population,months,year,county
ARGYLE PD,NA,0,1,2,1,2,14,2,22,4339,12,2019,Denton
FLOWER MOUND PD,NA,0,17,5,27,83,626,23,781,79052,12,2019,Denton
PONDER PD,NA,0,1,0,1,7,9,0,18,2542,12,2019,Denton
HICKORY CREEK PD,NA,0,4,0,1,5,48,4,62,4933,12,2019,Denton
CORINTH PD,NA,0,3,2,11,33,128,10,187,22090,12,2019,Denton
TEXAS WOMAN'S UNIV PD,NA,0,0,0,0,2,41,0,43,0,12,2019,Denton
DENTON PD,NA,5,151,74,165,410,2591,254,3650,141492,12,2019,Denton
HIGHLAND VILLAGE PD,NA,0,5,0,3,9,97,3,117,16721,12,2019,Denton
SANGER PD,NA,0,6,1,8,7,58,15,95,8762,12,2019,Denton
NORTHLAKE PD,NA,0,4,0,3,8,43,7,65,3341,12,2019,Denton
ELM RIDGE PD,NA,0,1,0,6,0,20,3,30,0,12,2019,Denton
DOUBLE OAK PD,NA,0,0,0,0,0,1,1,2,3073,12,2019,Denton
KRUGERVILLE PD,NA,0,1,0,0,6,39,4,50,3404,12,2019,Denton
AUBREY PD,NA,0,0,1,6,5,7,0,19,3786,12,2019,Denton
LEWISVILLE PD,NA,2,62,67,118,277,1659,242,2427,108000,12,2019,Denton
UNIV OF NORTH TEXAS PD,NA,0,6,0,1,12,148,1,168,0,12,2019,Denton
DEWITT CO SO,NA,1,7,0,25,46,67,7,153,7648,12,2019,DeWitt
CUERO PD,NA,0,6,0,33,28,148,9,224,8259,12,2019,DeWitt
SPUR PD (NR),NA,0,0,0,1,5,1,1,8,1207,12,2019,Dickens
DICKENS CO SO (NR),NA,0,0,0,0,0,0,1,1,1005,12,2019,Dickens
DIMMIT CO SO,NA,1,2,0,8,39,93,7,150,10280,12,2019,Dimmit
DONLEY CO SO,NA,2,0,0,2,12,16,2,34,3250,12,2019,Donley
FREER PD,NA,0,4,0,0,6,12,3,25,2649,8,2019,Duval
SAN DIEGO PD,NA,0,0,0,7,0,0,0,7,4226,12,2019,Duval
DUVAL CO SO,NA,0,0,0,12,24,41,39,116,5113,12,2019,Duval
CISCO COLLEGE PD,NA,0,0,0,0,0,5,0,5,0,12,2019,Eastland
EASTLAND PD,NA,1,5,1,1,34,47,3,92,3913,12,2019,Eastland
RANGER PD,NA,0,6,0,4,5,5,0,20,2413,12,2019,Eastland
CISCO PD,NA,0,1,0,11,16,25,1,54,3735,12,2019,Eastland
GORMAN PD (NR),NA,0,1,0,1,1,2,2,7,1034,12,2019,Eastland
EASTLAND CO SO,NA,2,2,0,1,9,5,8,27,6250,12,2019,Eastland
UNIV OF TX: PERMIAN BASIN PD,NA,0,0,0,0,14,15,1,30,0,12,2019,Ector
ECTOR CO ISD PD,NA,0,0,2,74,4,33,0,113,0,12,2019,Ector
ODESSA PD,NA,13,141,128,1000,469,2656,499,4906,123468,12,2019,Ector
ECTOR CO SO,NA,4,14,19,79,228,985,366,1695,43268,12,2019,Ector
EDWARDS CO SO,NA,0,1,0,1,1,2,2,7,1908,12,2019,Edwards
MILFORD PD,NA,0,0,0,2,2,1,0,5,749,12,2019,Ellis
WAXAHACHIE PD,NA,1,9,15,34,125,628,57,869,37805,12,2019,Ellis
PALMER PD,NA,0,0,0,0,4,29,0,33,2079,12,2019,Ellis
FERRIS PD,NA,0,0,1,5,16,36,14,72,2876,12,2019,Ellis
ITALY PD,NA,0,0,0,0,0,0,0,0,1945,12,2019,Ellis
ELLIS CO SO,NA,1,20,4,59,85,238,39,446,66195,12,2019,Ellis
RED OAK PD,NA,0,0,9,8,77,211,20,325,13429,12,2019,Ellis
ENNIS PD,NA,0,4,5,10,43,266,24,352,20096,12,2019,Ellis
MIDLOTHIAN PD,NA,1,5,5,14,27,263,20,335,28313,12,2019,Ellis
SOCORRO PD,NA,0,5,4,34,38,232,29,342,34841,12,2019,El Paso
ANTHONY PD,NA,0,0,3,13,11,75,12,114,5738,12,2019,El Paso
SAN ELIZARIO MARSHAL'S OFFICE,NA,0,1,0,8,4,26,4,43,9129,12,2019,El Paso
CLINT PD,NA,0,1,0,3,1,7,0,12,1142,12,2019,El Paso
SOCORRO ISD PD,NA,0,0,0,6,0,15,0,21,0,12,2019,El Paso
HORIZON CITY PD,NA,0,0,1,6,12,85,4,108,20131,12,2019,El Paso
EL PASO PD,NA,40,329,338,1756,1060,8630,865,13018,686793,12,2019,El Paso
EL PASO COMM COLLEGE PD,NA,0,1,0,0,1,15,0,17,0,12,2019,El Paso
UNIV OF TX: EL PASO PD,NA,0,1,0,4,14,68,2,89,0,12,2019,El Paso
EL PASO ISD PD,NA,0,6,0,24,19,197,1,247,0,12,2019,El Paso
EL PASO CO SO,NA,1,46,17,198,146,400,101,909,82448,12,2019,El Paso
DUBLIN PD,NA,0,1,0,7,7,17,1,33,3602,11,2019,Erath
STEPHENVILLE PD,NA,0,16,7,16,69,313,11,432,21748,12,2019,Erath
TARLETON STATE UNIV PD,NA,0,6,0,0,3,45,0,54,0,12,2019,Erath
ERATH CO SO,NA,2,9,2,36,52,30,11,142,17429,12,2019,Erath
FALLS CO SO,NA,0,2,3,6,27,26,2,66,9472,12,2019,Falls
MARLIN PD,NA,0,2,7,18,20,23,13,83,5597,8,2019,Falls
FANNIN CO SO,NA,1,8,0,33,51,114,29,236,19507,12,2019,Fannin
HONEY GROVE PD,NA,0,1,1,0,10,11,2,25,1718,12,2019,Fannin
BONHAM PD,NA,1,9,1,9,22,136,10,188,10404,12,2019,Fannin
SAVOY PD,NA,0,0,0,0,1,1,0,2,856,7,2019,Fannin
FLATONIA PD,NA,0,0,0,1,7,9,2,19,1471,12,2019,Fayette
SCHULENBURG PD,NA,0,2,0,23,14,28,1,68,2929,12,2019,Fayette
FAYETTE CO SO,NA,0,6,1,4,41,76,6,134,16259,12,2019,Fayette
LA GRANGE PD,NA,0,10,0,8,9,72,5,104,4630,12,2019,Fayette
FISHER CO SO,NA,0,0,0,0,9,5,0,14,3799,12,2019,Fisher
FLOYD CO SO,NA,0,0,1,11,6,21,0,39,3024,12,2019,Floyd
FLOYDADA PD,NA,0,2,0,15,10,20,3,50,2711,12,2019,Floyd
FOARD CO SO,NA,0,0,0,0,1,2,0,3,338,6,2019,Foard
STAFFORD PD,NA,1,23,31,53,63,500,44,715,18380,12,2019,Fort Bend
RICHMOND PD,NA,0,8,6,31,36,178,10,269,12086,12,2019,Fort Bend
FULSHEAR PD,NA,0,0,0,0,6,76,7,89,13967,12,2019,Fort Bend
ARCOLA PD,NA,0,0,1,0,12,28,13,54,2627,12,2019,Fort Bend
MEADOWS PLACE PD,NA,0,0,1,4,14,121,13,153,4616,12,2019,Fort Bend
FORT BEND CO SO,NA,10,126,118,583,687,3630,300,5454,482965,12,2019,Fort Bend
MISSOURI CITY PD,NA,1,13,24,68,106,619,51,882,75747,12,2019,Fort Bend
FORT BEND ISD PD,NA,0,4,3,146,5,232,3,393,0,12,2019,Fort Bend
ROSENBERG PD,NA,0,36,20,95,133,491,63,838,38936,12,2019,Fort Bend
NEEDVILLE PD,NA,0,0,1,0,0,2,0,3,3094,12,2019,Fort Bend
SUGAR LAND PD,NA,3,14,26,25,190,1303,65,1626,119944,12,2019,Fort Bend
FRANKLIN CO SO,NA,0,1,-1,5,10,15,2,32,10020,10,2019,Franklin
FAIRFIELD PD,NA,1,0,0,5,6,31,4,47,2936,12,2019,Freestone
TEAGUE PD,NA,0,3,0,11,19,30,4,67,3524,12,2019,Freestone
WORTHAM PD,NA,0,1,0,6,11,9,2,29,1000,12,2019,Freestone
FREESTONE CO SO,NA,0,3,3,16,55,68,8,153,12224,12,2019,Freestone
PEARSALL PD,NA,0,0,1,5,52,69,13,140,10604,12,2019,Frio
DILLEY PD,NA,0,0,0,10,25,20,3,58,4475,12,2019,Frio
FRIO CO SO,NA,0,0,0,9,17,34,9,69,4956,12,2019,Frio
SEMINOLE PD,NA,0,2,0,9,18,58,7,94,7784,12,2019,Gaines
GAINES CO SO,NA,2,2,1,6,29,49,10,99,10536,12,2019,Gaines
SEAGRAVES PD (NR),NA,0,1,1,14,9,20,2,47,2904,12,2019,Gaines
LA MARQUE PD,NA,2,10,17,42,103,617,56,847,17088,12,2019,Galveston
COLLEGE OF THE MAINLAND PD (NR),NA,0,0,0,0,0,6,0,6,0,12,2019,Galveston
BAYOU VISTA PD (NR),NA,0,1,0,1,7,5,0,14,1648,12,2019,Galveston
GALVESTON CO SO,NA,2,30,16,72,169,433,94,816,40394,12,2019,Galveston
GALVESTON PD,NA,3,80,71,88,204,1182,263,1891,50801,12,2019,Galveston
DICKINSON PD,NA,0,25,15,26,72,234,68,440,21101,12,2019,Galveston
TEXAS CITY PD,NA,5,29,52,113,184,1092,126,1601,49659,12,2019,Galveston
KEMAH PD,NA,1,2,3,2,5,89,11,113,2056,12,2019,Galveston
UNIV OF TX: MEDICAL BRANCH PD,NA,0,1,0,5,0,66,8,80,0,12,2019,Galveston
JAMAICA BEACH PD,NA,0,0,0,3,2,2,5,12,1091,12,2019,Galveston
SANTA FE PD,NA,0,5,4,6,21,88,17,141,13657,12,2019,Galveston
LEAGUE CITY PD,NA,3,57,14,48,193,1212,87,1614,109401,12,2019,Galveston
SANTA FE ISD PD,NA,0,0,0,21,0,9,0,30,0,12,2019,Galveston
GALVESTON ISD PD,NA,0,3,0,11,3,28,1,46,0,12,2019,Galveston
FRIENDSWOOD PD,NA,0,12,8,6,53,193,18,290,40735,12,2019,Galveston
TX A&M UNIV: GALVESTON PD,NA,0,0,0,0,0,14,0,14,0,12,2019,Galveston
GARZA CO SO,NA,0,5,0,10,17,11,2,45,6551,12,2019,Garza
FREDERICKSBURG PD,NA,0,0,1,12,11,117,3,144,11562,12,2019,Gillespie
GILLESPIE CO SO,NA,1,3,0,8,6,46,3,67,15322,12,2019,Gillespie
GLASSCOCK CO SO,NA,0,0,0,1,5,16,5,27,1400,11,2019,Glasscock
GOLIAD CO SO,NA,1,3,2,16,19,49,11,101,7583,12,2019,Goliad
NIXON PD (NR),NA,0,0,0,6,5,3,3,17,2482,12,2019,Gonzales
GONZALES CO SO,NA,0,7,0,18,27,83,6,141,9574,12,2019,Gonzales
GONZALES PD,NA,1,11,1,68,25,130,13,249,7655,12,2019,Gonzales
WAELDER PD,NA,0,0,0,0,0,1,0,1,1124,7,2019,Gonzales
PAMPA PD,NA,0,17,6,104,144,485,29,785,17150,12,2019,Gray
GRAY CO SO,NA,0,1,2,11,22,34,4,74,4540,12,2019,Gray
GUNTER PD,NA,0,0,0,2,3,7,0,12,1614,12,2019,Grayson
COLLINSVILLE PD,NA,0,0,0,0,1,1,1,3,1951,12,2019,Grayson
AUSTIN COLLEGE PD,NA,0,1,0,0,6,9,0,16,0,12,2019,Grayson
HOWE PD,NA,1,0,0,2,5,13,2,23,3432,12,2019,Grayson
POTTSBORO PD,NA,0,0,0,0,1,2,1,4,2488,12,2019,Grayson
BELLS PD,NA,0,0,0,0,1,1,0,2,1506,12,2019,Grayson
WHITESBORO PD,NA,0,0,0,6,10,15,4,35,4115,12,2019,Grayson
GRAYSON CO SO,NA,0,15,7,10,109,237,55,433,41945,12,2019,Grayson
DENISON PD,NA,1,21,5,79,103,309,57,575,25432,12,2019,Grayson
VAN ALSTYNE PD,NA,0,1,1,7,5,40,2,56,4437,12,2019,Grayson
TIOGA PD,NA,0,0,0,0,0,2,0,2,1035,12,2019,Grayson
WHITEWRIGHT PD,NA,0,0,0,0,6,13,1,20,1716,12,2019,Grayson
GRAYSON COLLEGE PD,NA,0,0,0,0,0,6,0,6,0,12,2019,Grayson
SHERMAN PD,NA,3,32,27,117,242,793,91,1305,43002,12,2019,Grayson
LONGVIEW PD,NA,4,60,63,238,410,1809,190,2774,81783,12,2019,Gregg
GREGG CO SO,NA,3,26,4,51,106,212,55,457,20649,12,2019,Gregg
KILGORE COLLEGE PD,NA,0,0,0,1,5,3,0,9,0,12,2019,Gregg
KILGORE PD,NA,2,6,7,31,59,232,26,363,15047,12,2019,Gregg
LAKEPORT PD,NA,0,0,0,2,1,0,1,4,995,9,2019,Gregg
GLADEWATER PD,NA,0,3,2,10,41,127,12,195,6349,12,2019,Gregg
WHITE OAK PD,NA,0,0,1,4,16,70,9,100,6345,12,2019,Gregg
GRIMES CO SO,NA,0,2,1,3,41,63,10,120,20611,12,2019,Grimes
NAVASOTA PD,NA,0,10,3,18,83,101,30,245,7795,12,2019,Grimes
SEGUIN PD,NA,1,11,18,53,104,564,43,794,30244,12,2019,Guadalupe
GUADALUPE CO SO,NA,2,32,3,32,113,279,32,493,47331,12,2019,Guadalupe
CIBOLO PD,NA,0,9,1,28,36,232,12,318,32112,12,2019,Guadalupe
SCHERTZ PD,NA,0,22,9,47,67,458,34,637,42337,12,2019,Guadalupe
PETERSBURG PD,NA,0,0,0,3,2,0,2,7,1133,12,2019,Hale
PLAINVIEW PD,NA,0,5,4,34,125,371,26,565,20231,12,2019,Hale
HALE CO SO (NR),NA,0,0,0,16,25,38,1,80,7944,12,2019,Hale
ABERNATHY PD,NA,0,0,0,2,5,12,3,22,2713,12,2019,Hale
HALL CO SO,NA,1,0,0,2,2,5,0,10,811,12,2019,Hall
MEMPHIS PD,NA,0,0,1,0,7,4,0,12,2030,11,2019,Hall
HAMILTON CO SO,NA,0,2,0,2,4,8,3,19,4035,12,2019,Hamilton
HAMILTON PD,NA,0,3,0,7,12,22,1,45,3008,12,2019,Hamilton
HANSFORD CO SO,NA,0,0,0,1,4,3,4,12,2137,12,2019,Hansford
SPEARMAN PD,NA,0,1,0,3,3,3,2,12,3275,12,2019,Hansford
CHILLICOTHE PD (NR),NA,0,0,0,0,3,1,1,5,668,12,2019,Hardeman
HARDEMAN CO SO,NA,0,0,0,5,3,10,0,18,3202,12,2019,Hardeman
HARDIN CO SO,NA,1,1,5,31,91,148,46,323,33441,12,2019,Hardin
SILSBEE PD,NA,1,1,1,15,7,47,15,87,6650,12,2019,Hardin
LUMBERTON PD,NA,1,3,1,21,15,112,11,164,13084,12,2019,Hardin
KOUNTZE PD,NA,0,0,0,6,10,16,2,34,2094,12,2019,Hardin
SOUR LAKE PD,NA,0,2,0,4,6,13,5,30,1887,12,2019,Hardin
UNIV OF TX: HOUSTON  PD,NA,0,5,3,0,9,279,5,301,0,12,2019,Harris
SOUTHSIDE PLACE PD,NA,0,0,2,1,2,10,1,16,1902,12,2019,Harris
HOUSTON COMM COLLEGE PD,NA,0,0,3,1,7,118,9,138,0,12,2019,Harris
LAKEVIEW PD,NA,0,2,0,4,5,39,3,53,6361,12,2019,Harris
LONE STAR COLLEGE PD,NA,0,0,0,1,9,37,11,58,0,12,2019,Harris
SPRING ISD PD,NA,0,3,3,47,6,62,1,122,0,12,2019,Harris
HEDWIG VILLAGE PD,NA,0,0,6,0,6,196,6,214,2684,12,2019,Harris
TEXAS SOUTHERN UNIV PD,NA,0,5,4,6,14,71,10,110,0,12,2019,Harris
TOMBALL PD,NA,0,0,0,0,0,0,0,0,11897,1,2019,Harris
JERSEY VILLAGE PD,NA,0,0,8,11,58,94,28,199,8006,12,2019,Harris
HOUSTON PD,NA,281,1394,9168,14645,17075,71812,13170,127545,2355606,12,2019,Harris
WEBSTER PD,NA,0,16,10,18,57,455,61,617,11273,9,2019,Harris
ALIEF ISD PD,NA,0,0,11,23,1,44,3,82,0,12,2019,Harris
HOUSTON BAPTIST UNIV PD,NA,0,0,0,0,5,11,1,17,0,12,2019,Harris
HUMBLE PD,NA,1,34,58,96,110,1394,177,1870,16157,12,2019,Harris
SPRING VALLEY VILLAGE PD,NA,0,0,1,0,3,70,12,86,4414,12,2019,Harris
KLEIN ISD PD,NA,0,4,1,14,0,130,1,150,0,12,2019,Harris
WEST UNIVERSITY PLACE PD,NA,0,1,4,1,49,68,7,130,15818,12,2019,Harris
KATY ISD PD,NA,0,20,9,4,2,228,1,264,0,12,2019,Harris
SOUTH HOUSTON PD,NA,1,6,33,42,85,268,100,535,17655,12,2019,Harris
HUMBLE ISD PD,NA,0,2,1,2,0,47,2,54,0,12,2019,Harris
JACINTO CITY PD,NA,0,0,5,8,20,176,32,241,10632,12,2019,Harris
LA PORTE PD,NA,1,14,15,52,73,394,55,604,35622,12,2019,Harris
HOUSTON ISD PD,NA,0,44,14,33,112,237,13,453,0,12,2019,Harris
SPRING BRANCH ISD PD,NA,0,1,1,11,7,57,8,85,0,12,2019,Harris
PASADENA ISD PD,NA,0,1,0,9,7,32,2,51,0,12,2019,Harris
PORT OF HOUSTON AUTH PD,NA,0,1,0,0,1,6,1,9,0,12,2019,Harris
UNIV OF HOUSTON PD,NA,0,9,9,5,45,371,19,458,0,12,2019,Harris
UNIV OF HOUSTON: CLEAR LAKE PD,NA,0,0,0,0,0,34,0,34,0,12,2019,Harris
HARRIS CO SO,NA,97,860,2249,4123,7044,29466,6016,49855,1931639,12,2019,Harris
DEER PARK PD,NA,4,22,5,17,52,464,37,601,34167,12,2019,Harris
NASSAU BAY PD,NA,0,3,2,5,7,77,6,100,4040,11,2019,Harris
ALDINE ISD PD,NA,0,0,3,6,21,55,2,87,0,12,2019,Harris
UNIV OF  HOUSTON:  DOWNTOWN PD,NA,0,0,0,1,1,22,1,25,0,12,2019,Harris
PASADENA PD,NA,8,109,184,581,535,2820,549,4786,153689,12,2019,Harris
SEABROOK PD,NA,0,10,2,8,32,146,20,218,14611,12,2019,Harris
RICE UNIV PD,NA,0,1,1,1,2,170,8,183,0,12,2019,Harris
HOUSTON METRO TRANSIT PD,NA,0,0,2,7,0,47,5,61,0,12,2019,Harris
MEMORIAL VILLAGES PD,NA,0,0,1,7,18,56,1,83,12472,12,2019,Harris
UNIV OF ST. THOMAS PD,NA,0,0,0,0,3,32,0,35,0,12,2019,Harris
GALENA PARK PD,NA,1,7,3,11,27,92,22,163,10934,12,2019,Harris
SAN JACINTO COLLEGE PD,NA,0,1,1,0,0,45,2,49,0,12,2019,Harris
BAYTOWN PD,NA,3,49,91,182,447,2005,386,3163,77707,12,2019,Harris
BELLAIRE PD,NA,1,5,11,12,56,266,19,370,19233,12,2019,Harris
KATY PD,NA,0,22,19,21,64,694,39,859,19966,12,2019,Harris
HALLSVILLE PD,NA,0,1,1,6,7,17,6,38,4421,9,2019,Harrison
HARRISON CO SO,NA,3,0,3,46,138,246,61,497,37004,12,2019,Harrison
MARSHALL PD,NA,3,3,16,99,207,574,45,947,23036,12,2019,Harrison
HALLSVILLE ISD PD,NA,0,0,0,1,0,0,0,1,0,12,2019,Harrison
HARTLEY CO SO,NA,0,0,0,0,3,3,4,10,2867,12,2019,Hartley
HASKELL CO SO,NA,0,0,0,1,2,6,0,9,2500,12,2019,Haskell
HASKELL PD,NA,0,1,0,7,10,15,9,42,3234,12,2019,Haskell
TX STATE UNIV: SAN MARCOS PD,NA,0,8,3,3,16,129,2,161,0,12,2019,Hays
SAN MARCOS PD,NA,8,78,26,129,228,1182,127,1778,66279,12,2019,Hays
KYLE PD,NA,1,15,14,43,63,542,61,739,49855,12,2019,Hays
BUDA PD,NA,0,3,3,14,28,223,20,291,18146,12,2019,Hays
HAYS CO SO,NA,0,37,12,62,141,479,52,783,96611,12,2019,Hays
HEMPHILL CO SO,NA,0,3,0,2,1,12,0,18,3807,12,2019,Hemphill
TOOL PD,NA,0,0,0,1,1,10,2,14,2337,12,2019,Henderson
SEVEN POINTS PD,NA,0,1,0,7,11,29,7,55,1534,12,2019,Henderson
ATHENS PD,NA,0,9,8,29,75,171,38,330,12807,12,2019,Henderson
LOG CABIN PD,NA,0,1,0,2,3,3,2,11,769,12,2019,Henderson
CHANDLER PD,NA,0,0,0,0,2,8,2,12,3142,12,2019,Henderson
GUN BARREL CITY PD,NA,0,2,1,7,35,60,16,121,6273,12,2019,Henderson
BROWNSBORO PD,NA,0,1,0,0,0,1,0,2,1283,12,2019,Henderson
HENDERSON CO SO,NA,2,58,5,76,281,242,61,725,51609,12,2019,Henderson
TRINITY VALLEY COMM. COLLEGE PD,NA,0,0,0,1,4,2,0,7,0,12,2019,Henderson
DONNA PD,NA,0,18,19,97,82,663,34,913,16715,12,2019,Hidalgo
MCALLEN PD,NA,1,33,39,67,152,3415,28,3735,144915,12,2019,Hidalgo
SAN JUAN PD,NA,1,28,18,131,101,711,47,1037,37542,12,2019,Hidalgo
EDCOUCH PD,NA,0,0,0,3,6,5,0,14,3378,4,2019,Hidalgo
EDINBURG PD,NA,6,53,40,182,335,2577,47,3240,100896,12,2019,Hidalgo
LA JOYA PD,NA,0,3,3,24,6,50,0,86,4383,12,2019,Hidalgo
PALMVIEW PD,NA,2,5,3,53,62,205,15,345,5873,12,2019,Hidalgo
EDINBURG CISD PD,NA,0,0,0,46,4,50,1,101,0,12,2019,Hidalgo
ALAMO PD,NA,1,11,10,58,109,843,29,1061,19903,12,2019,Hidalgo
MERCEDES PD,NA,0,7,8,52,83,559,25,734,16882,12,2019,Hidalgo
PENITAS PD,NA,0,1,0,6,28,63,5,103,4915,12,2019,Hidalgo
PALMHURST PD,NA,0,1,2,0,5,162,0,170,2771,12,2019,Hidalgo
WESLACO PD,NA,2,33,29,91,161,1313,54,1683,41729,12,2019,Hidalgo
UNIV OF TX: RIO GRANDE VALLEY PD,NA,0,2,0,0,3,61,0,66,0,12,2019,Hidalgo
ALTON PD,NA,2,13,8,159,38,233,18,471,18096,12,2019,Hidalgo
SULLIVAN CITY PD,NA,0,3,0,40,10,46,3,102,4152,12,2019,Hidalgo
PHARR PD,NA,0,50,28,157,235,1135,53,1658,80896,12,2019,Hidalgo
ELSA PD,NA,0,2,3,15,21,231,0,272,7226,12,2019,Hidalgo
MISSION PD,NA,1,37,23,44,161,1387,70,1723,85705,12,2019,Hidalgo
HIDALGO PD,NA,0,8,0,42,14,103,8,175,14281,12,2019,Hidalgo
HIDALGO CO SO,NA,5,139,103,271,909,2012,320,3759,252804,12,2019,Hidalgo
ITASCA PD,NA,0,0,0,1,4,4,1,10,1736,12,2019,Hill
HILLSBORO PD,NA,0,0,3,14,15,235,15,282,8476,12,2019,Hill
WHITNEY PD,NA,0,0,0,8,9,40,6,63,2188,12,2019,Hill
HILL CO SO,NA,1,12,1,17,57,153,25,266,22477,12,2019,Hill
LEVELLAND PD,NA,2,25,8,112,112,271,23,553,13530,12,2019,Hockley
HOCKLEY CO SO,NA,0,2,2,9,30,34,7,84,9322,12,2019,Hockley
SOUTH PLAINS COLLEGE PD,NA,0,1,0,0,0,15,0,16,0,12,2019,Hockley
GRANBURY PD,NA,1,4,6,15,34,389,21,470,10752,12,2019,Hood
HOOD CO SO,NA,1,11,2,42,99,204,52,411,49673,12,2019,Hood
CUMBY PD (NR),NA,0,0,0,0,0,0,0,0,796,12,2019,Hopkins
HOPKINS CO SO,NA,1,9,0,17,17,26,18,88,19767,12,2019,Hopkins
SULPHUR SPRINGS PD,NA,0,6,7,20,19,118,31,201,16220,12,2019,Hopkins
GRAPELAND PD,NA,0,1,0,1,6,3,1,12,1421,11,2019,Houston
CROCKETT PD,NA,1,1,0,32,23,101,5,163,6484,12,2019,Houston
HOUSTON CO SO,NA,0,0,0,2,43,54,6,105,15057,12,2019,Houston
HOWARD CO SO,NA,0,3,0,49,52,174,48,326,8142,12,2019,Howard
BIG SPRING PD,NA,3,12,22,118,175,737,141,1208,28278,12,2019,Howard
HUDSPETH CO SO,NA,0,0,0,8,3,9,2,22,4972,12,2019,Hudspeth
CADDO MILLS PD,NA,0,0,0,6,1,3,1,11,1656,12,2019,Hunt
COMMERCE PD,NA,1,11,7,26,34,127,7,213,9467,12,2019,Hunt
GREENVILLE PD,NA,2,8,22,45,102,484,49,712,28613,12,2019,Hunt
TX A&M UNIV: COMMERCE PD,NA,0,4,0,1,6,68,0,79,0,12,2019,Hunt
HUNT CO SO,NA,4,17,9,321,165,296,112,924,51804,12,2019,Hunt
BORGER PD,NA,0,15,4,24,77,211,22,353,12536,12,2019,Hutchinson
HUTCHINSON CO SO,NA,0,3,0,8,26,42,3,82,6619,12,2019,Hutchinson
IRION CO SO,NA,0,2,0,4,3,22,2,33,1502,12,2019,Irion
JACK CO SO,NA,0,0,2,7,15,13,8,45,4415,12,2019,Jack
JACKSBORO PD,NA,0,2,0,4,10,21,3,40,4353,12,2019,Jack
GANADO PD,NA,0,2,0,1,8,7,3,21,2063,12,2019,Jackson
JACKSON CO SO,NA,0,1,0,5,11,34,7,58,6894,12,2019,Jackson
EDNA PD,NA,1,1,2,3,10,51,3,71,5924,12,2019,Jackson
KIRBYVILLE PD (NR),NA,0,0,0,7,4,11,3,25,2094,7,2019,Jasper
JASPER CO SO,NA,2,18,2,50,155,197,51,475,25918,12,2019,Jasper
JASPER PD,NA,1,0,0,27,82,261,24,395,7647,12,2019,Jasper
JEFF DAVIS CO SO,NA,0,2,0,2,4,6,1,15,2227,12,2019,Jeff Davis
PORT NECHES PD,NA,0,7,1,29,35,146,18,236,12808,12,2019,Jefferson
JEFFERSON CO SO,NA,1,1,8,49,78,224,56,417,34114,12,2019,Jefferson
BEAUMONT PD,NA,19,97,323,802,950,2999,338,5528,118562,12,2019,Jefferson
LAMAR UNIV PD,NA,0,0,0,2,1,49,1,53,0,12,2019,Jefferson
PORT ARTHUR PD,NA,9,28,81,208,305,698,111,1440,55084,12,2019,Jefferson
GROVES PD,NA,0,8,9,68,58,215,31,389,15601,12,2019,Jefferson
NEDERLAND PD,NA,1,8,6,38,53,247,36,389,17557,12,2019,Jefferson
JIM HOGG CO SO,NA,0,0,0,5,10,7,3,25,5210,12,2019,Jim Hogg
JIM WELLS CO SO,NA,0,4,3,84,179,100,21,391,16943,11,2019,Jim Wells
PREMONT PD,NA,0,0,1,15,34,25,2,77,2540,12,2019,Jim Wells
ALICE PD,NA,0,7,7,89,149,653,28,933,18858,12,2019,Jim Wells
CLEBURNE PD,NA,0,26,8,69,147,397,46,693,30860,12,2019,Johnson
GODLEY PD,NA,0,2,0,7,1,4,1,15,1260,12,2019,Johnson
KEENE PD,NA,0,1,2,7,19,23,4,56,6584,12,2019,Johnson
VENUS PD,NA,0,2,0,3,2,17,1,25,3986,12,2019,Johnson
ALVARADO PD,NA,0,5,4,8,19,43,9,88,4468,12,2019,Johnson
JOSHUA PD,NA,0,0,1,5,12,36,6,60,8115,12,2019,Johnson
JOHNSON CO SO,NA,0,52,4,147,167,400,96,866,77017,12,2019,Johnson
BURLESON PD,NA,1,17,19,76,69,582,75,839,48743,12,2019,Johnson
STAMFORD PD,NA,0,0,0,4,15,24,1,44,2898,12,2019,Jones
JONES CO SO,NA,0,0,1,3,20,35,5,64,6261,12,2019,Jones
HAWLEY PD,NA,0,1,0,0,1,0,0,2,616,12,2019,Jones
ANSON PD (NR),NA,0,1,0,0,8,14,1,24,2275,12,2019,Jones
HAMLIN PD,NA,0,0,0,2,2,6,1,11,1982,12,2019,Jones
KARNES CITY PD,NA,0,0,0,9,17,29,1,56,3439,12,2019,Karnes
KENEDY PD,NA,0,2,2,39,37,87,16,183,3465,12,2019,Karnes
KARNES CO SO,NA,1,0,0,2,45,42,12,102,8746,12,2019,Karnes
TERRELL ISD PD,NA,0,0,0,2,0,6,0,8,0,11,2019,Kaufman
KAUFMAN CO SO,NA,2,27,15,77,236,427,105,889,74610,12,2019,Kaufman
FORNEY PD,NA,0,9,4,20,38,227,39,337,25374,12,2019,Kaufman
TERRELL PD,NA,2,5,8,27,101,456,62,661,18395,12,2019,Kaufman
CRANDALL PD,NA,0,6,3,7,18,54,6,94,3861,12,2019,Kaufman
KEMP PD,NA,0,2,0,0,2,5,0,9,1219,7,2019,Kaufman
KAUFMAN PD,NA,0,4,2,11,19,114,15,165,7580,12,2019,Kaufman
BOERNE PD,NA,0,5,2,16,23,286,35,367,18135,12,2019,Kendall
